Movie ID,Primary Title,Movie Length,Genres,Average Rating,Num of Votes,Primary Name,Position,Weighted Rating
tt4080728,A Man Called Ove,116.0,"Comedy,Drama,Romance",7.7,39163,Göran Hallberg,cinematographer,7.557539029852346
tt4434004,Udta Punjab,148.0,"Action,Crime,Drama",7.8,22991,Kareena Kapoor,actress,7.55738230133482
tt1183919,Marley,144.0,"Biography,Documentary,Music",8.0,12503,Bob Marley,archive_footage,7.555183909913513
tt1189073,The Skin I Live In,120.0,"Drama,Horror,Thriller",7.6,123434,Antonio Banderas,actor,7.554957029877649
tt0816442,The Book Thief,131.0,"Drama,War",7.6,119023,Geoffrey Rush,actor,7.55338668661034
tt5083738,The Favourite,119.0,"Biography,Drama,History",7.6,116011,Rachel Weisz,actress,7.552249951421331
tt8130968,Badla,118.0,"Crime,Drama,Mystery",8.1,9988,Amitabh Bachchan,actor,7.548327067131747
tt6499752,Upgrade,100.0,"Action,Sci-Fi,Thriller",7.6,104978,Jason Blum,producer,7.547566135155319
tt5462602,The Big Sick,120.0,"Comedy,Drama,Romance",7.6,104008,Holly Hunter,actress,7.547110016770096
tt1839596,Rockstar,159.0,"Drama,Music,Musical",7.7,34727,Shammi Kapoor,actor,7.54257332393966
tt1386932,Ip Man 2,108.0,"Action,Drama,Sport",7.6,86626,Sammo Kam-Bo Hung,actor,7.53734296315577
tt4481414,Gifted,101.0,Drama,7.6,82426,Tom Flynn,writer,7.534416561950938
tt5164432,"Love, Simon",110.0,"Comedy,Drama,Romance",7.6,81575,Jennifer Garner,actress,7.533789994386752
tt4981966,24,164.0,"Action,Sci-Fi,Thriller",7.9,14662,A.R. Rahman,composer,7.532359162079235
tt5649144,The Florida Project,111.0,Drama,7.6,72193,Willem Dafoe,actor,7.525995303853538
tt2258337,Eega,145.0,"Action,Comedy,Fantasy",7.8,19096,Crazy Mohan,writer,7.521850795232366
tt4833824,Uppi 2,135.0,"Action,Mystery,Thriller",8.2,7705,Sayaji Shinde,actor,7.516168612298586
tt7098658,Raazi,138.0,"Action,Drama,Thriller",7.8,18369,Hiroo Johar,producer,7.514033930573273
tt2386490,How to Train Your Dragon: The Hidden World,104.0,"Action,Adventure,Animation",7.6,60769,F. Murray Abraham,actor,7.513611503757195
tt2331143,"Like Father, Like Son",121.0,Drama,7.8,18135,Masaharu Fukuyama,actor,7.511423590793836
tt6980546,Bharat Ane Nenu,173.0,"Action,Drama",7.9,13446,Ravi K. Chandran,cinematographer,7.511016124797098
tt1436045,13 Assassins,141.0,"Action,Adventure,Drama",7.6,58142,Kaneo Ikegami,writer,7.5101542267146035
tt5764096,Hindi Medium,132.0,"Comedy,Drama",7.8,17165,Irrfan Khan,actor,7.50007475167241
tt2608224,The Butterfly's Dream,138.0,"Biography,Drama,History",7.8,17019,Necati Akpinar,producer,7.498288827032097
tt3398268,When Marnie Was There,103.0,"Animation,Drama,Family",7.7,24586,Masashi Ando,writer,7.492817545035218
tt1951264,The Hunger Games: Catching Fire,146.0,"Action,Adventure,Sci-Fi",7.5,575455,Philip Seymour Hoffman,actor,7.491169719360842
tt2028530,Paradise Lost 3: Purgatory,121.0,"Crime,Documentary",8.1,8337,Joe Berlinger,director,7.49081541642988
tt2066051,Rocketman,121.0,"Biography,Drama,Music",7.7,24266,Dexter Fletcher,director,7.490730458666499
tt2294629,Frozen,102.0,"Adventure,Animation,Comedy",7.5,516998,Hans Christian Andersen,writer,7.490185555998307
tt1211837,Doctor Strange,115.0,"Action,Adventure,Fantasy",7.5,514510,Scott Derrickson,director,7.490138778471677
tt0451279,Wonder Woman,141.0,"Action,Adventure,Fantasy",7.5,487527,Robin Wright,actress,7.489601261648355
tt1410063,The Flowers of War,146.0,"Drama,History,Romance",7.6,45784,Christian Bale,actor,7.489316563133398
tt2070649,Silenced,125.0,Drama,8.1,8287,Kim Jee-Young,actress,7.488886029644645
tt2250912,Spider-Man: Homecoming,133.0,"Action,Adventure,Sci-Fi",7.5,426302,Robert Downey Jr.,actor,7.488133627207804
tt2140465,Tanu Weds Manu Returns,128.0,"Comedy,Drama,Romance",7.7,23823,Madhavan,actor,7.4877707674871505
tt1457767,The Conjuring,112.0,"Horror,Mystery,Thriller",7.5,397233,Lili Taylor,actress,7.487281352768369
tt1515091,Sherlock Holmes: A Game of Shadows,129.0,"Action,Adventure,Crime",7.5,394189,Jude Law,actor,7.487184970835646
tt1937149,The Body,108.0,"Mystery,Thriller",7.6,44373,Jose Coronado,actor,7.486305857575232
tt6304162,Loveless,127.0,Drama,7.7,23470,Sergey Melkumov,producer,7.485351751695189
tt0446029,Scott Pilgrim vs. the World,112.0,"Action,Comedy,Fantasy",7.5,339338,Kieran Culkin,actor,7.485158326798102
tt2980794,Highway,133.0,"Crime,Drama,Romance",7.7,23434,A.R. Rahman,composer,7.485101950927782
tt2802154,Leviathan,140.0,"Crime,Drama",7.6,43214,Philip Glass,composer,7.4837075314508805
tt1677720,Ready Player One,140.0,"Action,Adventure,Sci-Fi",7.5,301660,Steven Spielberg,director,7.483349539882262
tt4425200,John Wick: Chapter 2,122.0,"Action,Crime,Thriller",7.5,290053,Keanu Reeves,actor,7.482700035791942
tt0970179,Hugo,126.0,"Adventure,Drama,Family",7.5,284869,Johnny Depp,producer,7.482393289815268
tt4196848,Mr. Church,104.0,"Comedy,Drama",7.7,22885,Eddie Murphy,actor,7.4812191459601785
tt1091191,Lone Survivor,121.0,"Action,Biography,Drama",7.5,246641,Mark Wahlberg,actor,7.47974488079452
tt1276419,A Royal Affair,137.0,"Biography,Drama,History",7.6,40993,Trine Dyrholm,actress,7.478381286989874
tt2486682,The Square,108.0,"Documentary,Drama,History",8.1,7998,Jehane Noujaim,director,7.477490240676216
tt3042408,Who Am I,102.0,"Crime,Drama,Mystery",7.6,40319,Antoine Monot Jr.,actor,7.476667093623873
tt4550098,Nocturnal Animals,116.0,"Drama,Thriller",7.5,205240,Robert Salerno,producer,7.475803063598759
tt3450958,War for the Planet of the Apes,140.0,"Action,Adventure,Drama",7.5,201943,Woody Harrelson,actor,7.475422161399521
tt7349662,BlacKkKlansman,135.0,"Biography,Crime,Drama",7.5,149005,Spike Lee,director,7.467108678636466
tt1340107,In a Better World,118.0,"Drama,Romance",7.6,36553,Susanne Bier,director,7.466123618141783
tt2855648,Madras Cafe,130.0,"Action,Drama,Thriller",7.7,20876,John Abraham,actor,7.465729621863546
tt5580036,"I, Tonya",120.0,"Biography,Comedy,Drama",7.5,141668,Allison Janney,actress,7.465490881087097
tt2140373,Saving Mr. Banks,125.0,"Biography,Comedy,Drama",7.5,140678,Tom Hanks,actor,7.465260320357949
tt7642818,Aile Arasinda,124.0,Comedy,7.8,14442,Necati Akpinar,producer,7.462854058426761
tt2042568,Inside Llewyn Davis,104.0,"Drama,Music",7.5,123759,John Goodman,actor,7.4607824511081136
tt1242460,We Need to Talk About Kevin,112.0,"Drama,Mystery,Thriller",7.5,123619,John C. Reilly,actor,7.460740577261877
tt2381111,Brooklyn,117.0,"Drama,Romance",7.5,117021,Jim Broadbent,actor,7.458660336409119
tt3316960,Still Alice,101.0,Drama,7.5,116832,Julianne Moore,actress,7.4585974950133505
tt4900716,Kapoor & Sons,132.0,"Comedy,Drama,Romance",7.7,19923,Hiroo Johar,producer,7.457588292674033
tt2382298,Life Itself,121.0,"Biography,Documentary",7.8,14069,Martin Scorsese,self,7.457023679818258
tt5700672,Train to Busan,118.0,"Action,Horror,Thriller",7.5,109448,Su-an Kim,actress,7.455983375089784
tt2926068,Manam,163.0,"Comedy,Drama,Fantasy",8.0,8838,Akkineni Nageshwara Rao,actor,7.45540113538989
tt8108202,Stree,128.0,"Comedy,Horror",7.7,19639,Krishna D.K.,writer,7.455051540218874
tt4209788,Molly's Game,140.0,"Biography,Crime,Drama",7.5,104786,Kevin Costner,actor,7.454155849794276
tt1942884,Indie Game: The Movie,103.0,"Documentary,Drama",7.7,19538,Lisanne Pajot,director,7.454136539315038
tt5946128,Dear Zindagi,151.0,"Drama,Romance",7.6,31809,Karan Johar,producer,7.449966769696506
tt3560686,The Fool,116.0,"Crime,Drama,Thriller",8.0,8617,Boris Nevzorov,actor,7.447933470869268
tt1316540,The Turin Horse,155.0,Drama,7.8,13459,Erika Bók,actress,7.447041545398158
tt0437086,Alita: Battle Angel,122.0,"Action,Adventure,Sci-Fi",7.5,88207,James Cameron,writer,7.446214422665009
tt1808223,Losers' Club,105.0,"Comedy,Drama,Romance",7.7,18660,Idil Firat,actress,7.445884699923548
tt5776858,Phantom Thread,130.0,"Drama,Romance",7.5,86061,Daniel Day-Lewis,actor,7.44498074785434
tt5286444,Neerja,122.0,"Biography,Drama,Thriller",7.7,18420,Shabana Azmi,actress,7.443531780478395
tt1164999,Biutiful,148.0,"Drama,Romance",7.5,80382,Javier Bardem,actor,7.441425362986733
tt0453562,42,128.0,"Biography,Drama,Sport",7.5,77703,Harrison Ford,actor,7.439583626750232
tt1020072,Selma,128.0,"Biography,Drama,History",7.5,77633,Tim Roth,actor,7.439533949819694
tt5635086,God's Own Country,104.0,"Drama,Romance",7.7,17934,Ian Hart,actor,7.438631113863334
tt3614516,Ankhon Dekhi,107.0,"Comedy,Drama",8.0,8349,Rajat Kapoor,actor,7.438598255410437
tt1926313,Pyaar Ka Punchnama,149.0,"Comedy,Drama,Romance",7.7,17788,Vikram Malhotra,producer,7.4371221033691866
tt3416532,A Monster Calls,108.0,"Animation,Drama,Fantasy",7.5,70416,Sigourney Weaver,actress,7.433933258252477
tt3698408,Coming Soon,134.0,Comedy,7.6,28001,Zafer Algöz,actor,7.433873517647389
tt1433811,Disconnect,115.0,"Drama,Thriller",7.5,70051,Jason Bateman,actor,7.433622309834818
tt3203606,Trumbo,124.0,"Biography,Drama",7.5,68840,Diane Lane,actress,7.432569344380403
tt2378281,Instructions Not Included,115.0,"Comedy,Drama",7.6,26866,Eugenio Derbez,actor,7.42838688674853
tt2359810,Raanjhanaa,140.0,"Drama,Romance",7.6,26828,A.R. Rahman,composer,7.428196916511302
tt6826438,Parmanu: The Story of Pokhran,129.0,"Action,Drama,History",7.7,16918,Sandeep Chowta,composer,7.427755907527235
tt3646462,Let's Sin,110.0,"Action,Crime,Drama",7.9,9738,Onur Ünlü,director,7.4273432967861694
tt4229236,Cobain: Montage of Heck,145.0,"Animation,Biography,Documentary",7.6,26068,Eric Alan Edwards,cinematographer,7.424307189883223
tt4272866,The Boy and the Beast,119.0,"Action,Adventure,Animation",7.7,16503,Mamoru Hosoda,director,7.4230489417989425
tt2053425,Rust and Bone,120.0,"Drama,Romance",7.5,58887,Jacques Audiard,director,7.4224598754274185
tt7748244,Ölümlü Dünya,107.0,"Action,Comedy",7.8,11933,Ali Demirel,writer,7.4193250527453305
tt3767372,Piku,123.0,"Comedy,Drama",7.6,24878,Amitabh Bachchan,actor,7.417849890357649
tt2150209,My Grandfather's People,126.0,"Comedy,Drama,Family",8.0,7750,Mustafa Oguz,producer,7.416547131147541
tt1934231,Delhi Belly,103.0,"Action,Comedy,Crime",7.6,24622,Aamir Khan,producer,7.416398223958657
tt2213054,Kai po che!,120.0,"Drama,Sport",7.6,24476,Abhishek Kapoor,director,7.415559912121591
tt4540710,Miss Sloane,132.0,"Drama,Thriller",7.5,52788,John Madden,director,7.414615574409501
tt2130321,West of Memphis,147.0,"Crime,Documentary",7.9,9264,Peter Jackson,producer,7.413978987711764
tt1650048,Laurence Anyways,168.0,"Drama,Romance",7.7,15577,Nathalie Baye,actress,7.411935856047147
tt2306745,Sound City,107.0,"Documentary,Music",7.8,11439,Paul Crowder,editor,7.409395625429009
tt7282468,Burning,148.0,"Drama,Mystery",7.6,22671,Chang-dong Lee,director,7.404525662059593
tt3742378,The Second Mother,112.0,"Comedy,Drama",7.8,10833,Regina Casé,actress,7.396484140620738
tt5213534,Oasis: Supersonic,122.0,"Biography,Documentary,Music",7.9,8625,Paul Arthurs,self,7.3947189922480625
tt1276104,Looper,113.0,"Action,Crime,Drama",7.4,500595,Bruce Willis,actor,7.391344814946025
tt1219289,Limitless,105.0,"Mystery,Sci-Fi,Thriller",7.4,492490,Robert De Niro,actor,7.391204511590232
tt2911666,John Wick,101.0,"Action,Crime,Thriller",7.4,449942,Keanu Reeves,actor,7.390386417840951
tt2310332,The Hobbit: The Battle of the Five Armies,144.0,"Adventure,Fantasy",7.4,438621,Cate Blanchett,actress,7.390142458548242
tt1570728,"Crazy, Stupid, Love.",118.0,"Comedy,Drama,Romance",7.4,436830,Julianne Moore,actress,7.390102724889159
tt1229238,Mission: Impossible - Ghost Protocol,132.0,"Action,Adventure,Thriller",7.4,428142,Tom Cruise,actor,7.3899053437225986
tt3808342,Son of Saul,107.0,"Drama,War",7.5,39232,Mátyás Erdély,cinematographer,7.389847294145339
tt1396484,It,135.0,"Horror,Thriller",7.4,359123,Stephen King,writer,7.388004963545659
tt1371111,Cloud Atlas,172.0,"Action,Drama,Mystery",7.4,326473,Tom Hanks,actor,7.386832300066174
tt2381249,Mission: Impossible - Rogue Nation,131.0,"Action,Adventure,Thriller",7.4,311704,Tom Cruise,actor,7.386223054065739
tt6788942,Bad Genius,130.0,"Comedy,Crime,Drama",7.7,13622,Jira Maligool,producer,7.385273352428747
tt1440266,Pina,103.0,"Documentary,Music",7.7,13501,Wim Wenders,director,7.383460013808866
tt1790885,Zero Dark Thirty,157.0,"Drama,Thriller",7.4,251072,Kathryn Bigelow,director,7.38299252722646
tt3040964,The Jungle Book,106.0,"Adventure,Drama,Family",7.4,240821,Bill Murray,actor,7.38229043757878
tt3799694,The Nice Guys,116.0,"Action,Comedy,Crime",7.4,240337,Russell Crowe,actor,7.382255852637016
tt0443272,Lincoln,150.0,"Biography,Drama,History",7.4,228701,Steven Spielberg,director,7.381381720441489
tt4975722,Moonlight,111.0,Drama,7.4,227964,Dede Gardner,producer,7.381323445409915
tt1798684,Southpaw,124.0,"Drama,Sport",7.4,199783,Forest Whitaker,actor,7.378784288870771
tt3065204,The Conjuring 2,134.0,"Drama,Horror,Mystery",7.4,194543,Rob Cowan,producer,7.378234057849072
tt5607714,On Body and Soul,116.0,"Drama,Fantasy,Mystery",7.6,18985,Ildikó Enyedi,director,7.377320889182556
tt2674426,Me Before You,106.0,"Drama,Romance",7.4,174567,Charles Dance,actor,7.375845945448654
tt1120985,Blue Valentine,112.0,"Drama,Romance",7.4,170089,Derek Cianfrance,director,7.375236888264475
tt1458175,The Next Three Days,133.0,"Action,Crime,Drama",7.4,168066,Russell Crowe,actor,7.37495154955971
tt1872194,The Judge,141.0,"Crime,Drama",7.4,162952,Robert Downey Jr.,actor,7.374200031387136
tt2069100,The Third Half,113.0,"Drama,History,Romance",7.9,7977,Klaus Fuxjäger,cinematographer,7.373563594365834
tt1935179,Mud,130.0,Drama,7.4,156786,Matthew McConaughey,actor,7.3732317041622535
tt6484982,Newton,106.0,Drama,7.7,12734,Raghuvir Yadav,actor,7.371461092715232
tt4555426,Darkest Hour,125.0,"Biography,Drama,History",7.4,136546,Gary Oldman,actor,7.369470472973912
tt2531318,The Beatles: Eight Days a Week - The Touring Years,106.0,"Documentary,Music",7.8,9666,Ron Howard,director,7.369051832109985
tt1979319,Rurouni Kenshin Part I: Origins,134.0,"Action,Drama,History",7.6,18017,Eric Vale,actor,7.368873447113689
tt1727388,The Way Way Back,103.0,"Comedy,Drama",7.4,132642,Toni Collette,actress,7.36861999793067
tt1980929,Begin Again,104.0,"Comedy,Drama,Music",7.4,129884,Judd Apatow,producer,7.3679900406888725
tt2905772,Thou Gild'st the Even,107.0,"Drama,Fantasy,Romance",7.9,7811,Onur Ünlü,director,7.367856034876887
tt1213641,First Man,141.0,"Biography,Drama,History",7.4,120009,Kyle Chandler,actor,7.365511012948106
tt2625030,New World,134.0,"Crime,Drama",7.6,17536,Min-sik Choi,actor,7.3644329665282
tt3521126,The Disaster Artist,104.0,"Biography,Comedy,Drama",7.4,111737,Vince Jolivette,producer,7.3631183588147975
tt0448115,Shazam!,132.0,"Action,Adventure,Comedy",7.4,109051,Darren Lemke,writer,7.362268395380563
tt2884206,I Origins,106.0,"Drama,Romance,Sci-Fi",7.4,104718,Hunter Gray,producer,7.360811489689712
tt1606384,My Way,137.0,"Action,Drama,War",7.8,9312,Dong-Gun Jang,actor,7.359977620152272
tt6878038,A Taxi Driver,137.0,"Action,Drama,History",7.8,9301,Thomas Kretschmann,actor,7.359689527409083
tt1675192,Take Shelter,121.0,"Drama,Horror,Thriller",7.4,83200,Sophia Lin,producer,7.351514264057332
tt1668191,Hunting Season,140.0,"Crime,Drama,Mystery",7.5,27146,Gulengul Arliel,producer,7.351421340125844
tt2617828,Free Fall,100.0,"Drama,Romance",7.6,15960,Attila Borlan,actor,7.348608002983802
tt4572514,Patriots Day,133.0,"Action,Crime,Drama",7.4,76204,Mark Wahlberg,actor,7.347461814847559
tt1083452,Eddie the Eagle,106.0,"Biography,Comedy,Drama",7.4,75331,Dexter Fletcher,director,7.346908086948123
tt1229822,Jane Eyre,120.0,"Drama,Romance",7.4,74998,Jamie Bell,actor,7.346693783485661
tt7048622,The Insult,113.0,"Crime,Drama,Thriller",7.7,11168,Rachid Bouchareb,producer,7.343900993679022
tt1287878,Poetry,139.0,Drama,7.8,8682,Nae-sang Ahn,actor,7.342846604251639
tt3029558,Rurouni Kenshin Part II: Kyoto Inferno,138.0,"Action,Adventure,Drama",7.7,10645,Satoshi Fukushima,producer,7.3336370212179665
tt6139732,Aladdin,128.0,"Adventure,Comedy,Family",7.4,57549,Will Smith,actor,7.332394713984843
tt5247022,Paterson,118.0,"Comedy,Drama,Romance",7.4,55285,Jim Jarmusch,director,7.3299568965517246
tt3447364,Detective Byomkesh Bakshy!,139.0,"Action,Mystery,Thriller",7.6,14249,Saradindu Bandopadhyay,writer,7.32883092326084
tt2234003,Calvary,102.0,Drama,7.4,52266,Patrick Cassidy,composer,7.3264187623397925
tt4897822,Where to Invade Next,120.0,"Comedy,Documentary",7.5,21497,Tia Lessin,producer,7.322476247542849
tt7401588,Instant Family,118.0,"Comedy,Drama",7.4,46728,Mark Wahlberg,actor,7.318904325256326
tt5461944,Hotel Mumbai,123.0,"Drama,History,Thriller",7.7,9902,John Collee,writer,7.317994698885185
tt4195278,Telling Tales,103.0,"Comedy,Fantasy,Romance",7.6,12965,Necati Akpinar,producer,7.31181743220132
tt7469726,Shaadi Mein Zaroor Aana,137.0,"Drama,Family,Romance",7.7,9501,Anand Raj Anand,composer,7.30898439797659
tt3678782,Badlapur,134.0,"Action,Crime,Drama",7.5,19336,Saif Ali Khan,producer,7.308180941645551
tt5390504,Detroit,143.0,"Crime,Drama,History",7.4,40309,Kathryn Bigelow,director,7.308016142358134
tt2567712,Starred Up,106.0,"Crime,Drama",7.4,39319,Gillian Berrie,producer,7.30607111963092
tt3717532,The Last: Naruto the Movie,112.0,"Action,Adventure,Animation",7.7,9354,Seth Walther,writer,7.30557397353744
tt4048272,Toni Erdmann,162.0,"Comedy,Drama",7.4,38095,Maren Ade,director,7.303549594253756
tt5215952,The Wailing,156.0,"Horror,Mystery,Thriller",7.4,35486,Kyung-pyo Hong,cinematographer,7.297695616014517
tt2395427,Avengers: Age of Ultron,141.0,"Action,Adventure,Sci-Fi",7.3,665594,Robert Downey Jr.,actor,7.294580762493797
tt1489887,Booksmart,102.0,Comedy,7.5,17529,Jason Sudeikis,actor,7.294332324503577
tt2396589,Mudbound,134.0,"Drama,War",7.4,33825,Jason Clarke,actor,7.293583635813674
tt1670345,Now You See Me,115.0,"Crime,Mystery,Thriller",7.3,553156,Woody Harrelson,actor,7.293493949498445
tt1825683,Black Panther,134.0,"Action,Adventure,Sci-Fi",7.3,516148,Kevin Feige,producer,7.293034144597135
tt0478970,Ant-Man,117.0,"Action,Adventure,Comedy",7.3,501213,Michael Douglas,actor,7.292829638224303
tt6908274,Mirage,128.0,"Drama,Mystery,Romance",7.5,17318,Mercedes Gamero,producer,7.2925837597711345
tt1343092,The Great Gatsby,143.0,"Drama,Romance",7.3,433165,Leonardo DiCaprio,actor,7.291722382648952
tt2179136,American Sniper,133.0,"Action,Biography,Drama",7.3,401915,Clint Eastwood,director,7.291090565196683
tt3183660,Fantastic Beasts and Where to Find Them,132.0,"Adventure,Family,Fantasy",7.3,365353,James Newton Howard,composer,7.290216905187836
tt4972582,Split,117.0,"Horror,Thriller",7.3,358543,Marc Bienstock,producer,7.29003489685638
tt0903657,Love & Mercy,121.0,"Biography,Drama,Music",7.4,32238,John Cusack,actor,7.2893337296794005
tt1596343,Fast Five,130.0,"Action,Crime,Thriller",7.3,329892,Vin Diesel,actor,7.289188670004031
tt5580390,The Shape of Water,123.0,"Adventure,Drama,Fantasy",7.3,308112,Alexandre Desplat,composer,7.28844259327909
tt3721954,Maudie,115.0,"Biography,Drama,Romance",7.6,11427,Ethan Hawke,actor,7.288399838854546
tt1907668,Flight,138.0,"Drama,Thriller",7.3,303009,Denzel Washington,actor,7.288252655317559
tt2097298,"McFarland, USA",129.0,"Biography,Drama,Sport",7.4,31735,Kevin Costner,actor,7.287914967503505
tt1453405,Monsters University,104.0,"Adventure,Animation,Comedy",7.3,291887,Steve Buscemi,actor,7.287816250371593
tt0359950,The Secret Life of Walter Mitty,114.0,"Adventure,Comedy,Drama",7.3,275300,Ben Stiller,actor,7.2871016398514845
tt1638355,The Man from U.N.C.L.E.,116.0,"Action,Adventure,Comedy",7.3,240606,Guy Ritchie,director,7.285297992591876
tt2140479,The Accountant,128.0,"Action,Crime,Drama",7.3,233022,Ben Affleck,actor,7.284834417433748
tt1817273,The Place Beyond the Pines,140.0,"Crime,Drama,Thriller",7.3,226765,Derek Cianfrance,director,7.284429358845751
tt1033575,The Descendants,115.0,"Comedy,Drama",7.3,223464,George Clooney,actor,7.284206819028074
tt1798243,Rudderless,105.0,"Comedy,Drama,Music",7.5,16303,William H. Macy,director,7.283739182035879
tt1332134,King of Devil's Island,116.0,"Action,Drama",7.5,16289,Stellan Skarsgård,actor,7.283611910967253
tt1212450,Lawless,116.0,"Crime,Drama",7.3,214055,Guy Pearce,actor,7.2835361140574575
tt2010914,Behzat Ç.: Seni Kalbime Gömdüm,110.0,"Action,Crime,Mystery",7.7,8462,Serdar Akar,director,7.283532373762687
tt0983193,The Adventures of Tintin,107.0,"Action,Adventure,Animation",7.3,202430,Steven Spielberg,director,7.282624416472157
tt1189340,The Lincoln Lawyer,118.0,"Crime,Drama,Thriller",7.3,196109,Matthew McConaughey,actor,7.282084995014954
tt2883512,Chef,114.0,"Adventure,Comedy,Drama",7.3,173270,Dustin Hoffman,actor,7.2798215619295235
tt7784604,Hereditary,127.0,"Drama,Horror,Mystery",7.3,151571,Gabriel Byrne,actor,7.277069005349813
tt7533152,The Boy Who Harnessed the Wind,113.0,Drama,7.6,10725,Dick Pope,cinematographer,7.276397462277092
tt1441912,The Way,123.0,"Adventure,Comedy,Drama",7.4,27811,Emilio Estevez,actor,7.275459311545977
tt1438298,Guzaarish,126.0,Drama,7.5,15402,Hrithik Roshan,actor,7.275231147934678
tt2258281,Beyond the Hills,152.0,Drama,7.6,10611,Cristian Mungiu,director,7.274360540555463
tt5221584,Aquarius,146.0,Drama,7.5,15251,Sônia Braga,actress,7.273739341127863
tt1964624,In the House,105.0,"Drama,Mystery,Thriller",7.4,27285,Kristin Scott Thomas,actress,7.273576074457381
tt1668200,Sarah's Key,111.0,"Drama,War",7.5,15067,Kristin Scott Thomas,actress,7.271894525191652
tt5098128,Nannaku Prematho,168.0,"Action,Drama,Thriller",7.7,8025,Jagapathi Babu,actor,7.271809581320451
tt3495030,Dum Laga Ke Haisha,110.0,"Comedy,Drama,Romance",7.5,15017,Anu Malik,composer,7.2713880068392776
tt3774114,Snowden,134.0,"Biography,Drama,Thriller",7.3,119149,Oliver Stone,director,7.27119869679192
tt4116284,The Lego Batman Movie,104.0,"Action,Animation,Comedy",7.3,116433,Ralph Fiennes,actor,7.270567514302082
tt6697582,Arif V 216,125.0,"Comedy,Sci-Fi",7.4,26404,Ozan Güven,actor,7.270290931748467
tt3488710,The Walk,123.0,"Adventure,Biography,Drama",7.3,109714,Robert Zemeckis,director,7.26888037051888
tt2404181,Belle,100.0,"Biography,Drama,Romance",7.4,25780,Miranda Richardson,actress,7.26785888671875
tt4284010,"What Happened, Miss Simone?",101.0,"Biography,Documentary,Music",7.6,10251,Igor Martinovic,cinematographer,7.267756394005971
tt4172430,13 Hours,144.0,"Action,Drama,History",7.3,103625,Michael Bay,director,7.267175196850394
tt1023114,The Way Back,133.0,"Adventure,Drama,History",7.3,102126,Ed Harris,actor,7.266726358254429
tt2621000,Jolly LLB,135.0,"Comedy,Drama",7.5,14547,Arshad Warsi,actor,7.2665144350705315
tt5310090,Saala Khadoos,109.0,"Action,Drama,Sport",7.6,10178,Rajkumar Hirani,producer,7.266384418486254
tt2652092,The Good Lie,110.0,"Biography,Drama",7.4,25232,Ron Howard,producer,7.265646576744471
tt2170593,St. Vincent,102.0,"Comedy,Drama",7.3,89372,Bill Murray,actor,7.262345608122057
tt1878870,The Edge of Seventeen,104.0,"Comedy,Drama",7.3,87602,James L. Brooks,producer,7.261644799793904
tt6412452,The Ballad of Buster Scruggs,133.0,"Comedy,Drama,Musical",7.3,87418,Clancy Brown,actor,7.261570447649549
tt1412386,The Best Exotic Marigold Hotel,124.0,"Comedy,Drama,Romance",7.3,85811,Judi Dench,actress,7.2609086147399555
tt6299040,The Ghazi Attack,116.0,"Action,Thriller,War",7.6,9813,Gunnam Gangaraju,writer,7.259350993473112
tt4727512,Srimanthudu,158.0,"Action,Drama",7.6,9798,Jagapathi Babu,actor,7.25905559891317
tt1714915,Only Lovers Left Alive,123.0,"Comedy,Drama,Fantasy",7.3,80984,John Hurt,actor,7.258776092287871
tt6264938,Kesari,150.0,"Action,Drama,History",7.7,7557,Karan Johar,producer,7.258500614332205
tt1854513,Blancanieves,104.0,"Drama,Fantasy",7.6,9746,Pablo Berger,director,7.258027586106923
tt3606888,A Street Cat Named Bob,103.0,"Biography,Comedy,Drama",7.4,23204,Roger Spottiswoode,director,7.256772529637832
tt2556308,Holiday,160.0,"Action,Thriller",7.4,23132,Akshay Kumar,actor,7.256435875881431
tt2057392,Eye in the Sky,102.0,"Drama,Thriller,War",7.3,72301,Colin Firth,producer,7.254290594729389
tt3967856,Okja,120.0,"Action,Adventure,Drama",7.3,71875,Joon-ho Bong,director,7.254045275590551
tt1289403,The Guernsey Literary and Potato Peel Pie Society,124.0,"Drama,History,Romance",7.4,22443,Mike Newell,director,7.253132409912166
tt2980648,The Hundred-Foot Journey,122.0,"Comedy,Drama",7.3,69562,Steven Spielberg,producer,7.252665954037009
tt6967980,Bareilly Ki Barfi,116.0,"Comedy,Romance",7.5,13239,Pankaj Tripathi,actor,7.251788598775255
tt1198156,You're Not You,102.0,Drama,7.4,22156,Emmy Rossum,actress,7.2517110787024555
tt3312830,Youth,124.0,"Comedy,Drama,Music",7.3,64418,Harvey Keitel,actor,7.249280343585751
tt2059255,No,118.0,Drama,7.4,21464,Gael García Bernal,actor,7.248168200179533
tt1810683,Little Boy,106.0,"Drama,History,War",7.4,20945,Michael Rapaport,actor,7.2453979170328715
tt4633690,Shot Caller,121.0,"Crime,Drama,Thriller",7.3,58962,Ric Roman Waugh,director,7.245116664409737
tt1821593,Bullhead,129.0,"Crime,Drama",7.4,20708,Alain Dessauvage,editor,7.244098970150313
tt4575576,Christopher Robin,104.0,"Adventure,Animation,Comedy",7.3,52737,Ewan McGregor,actor,7.239444921725849
tt4846232,Good Time,101.0,"Crime,Drama,Thriller",7.3,52305,Jennifer Jason Leigh,actress,7.239007503553214
tt1313092,Animal Kingdom,113.0,"Crime,Drama",7.3,51576,Guy Pearce,actor,7.238254853916988
