Unnamed: 0,genre_ids,popularity,release_date,title,vote_average,vote_count,weighted_rating
17391,"Animation, Adventure, Family, Comedy",27.549,2016-03-04,Zootopia,7.7,9977,7.51518103398897
17392,"Action, Comedy, Thriller",25.805,2016-06-10,Now You See Me 2,6.8,6744,6.830952819999473
17394,"Drama, Science Fiction, Mystery",25.441999999999997,2016-11-11,Arrival,7.4,10387,7.288070835741754
17395,"Action, Thriller, Science Fiction",24.604,1991-07-03,Terminator 2: Judgment Day,7.9,6682,7.590312360883585
17396,"Drama, History, War",24.074,2016-11-04,Hacksaw Ridge,8.1,6608,7.725479212955337
17400,"Action, Adventure, Fantasy",21.464000000000002,2016-06-10,Warcraft,6.3,4071,6.554787763834659
17401,"Action, Adventure, Science Fiction",21.401,2016-12-16,Rogue One: A Star Wars Story,7.5,9296,7.353741401925413
17405,"Adventure, Drama, Family, Fantasy",20.129,2016-04-15,The Jungle Book,6.8,5257,6.836527101619822
17412,"Action, Adventure, Science Fiction",19.142,2016-07-22,Star Trek Beyond,6.7,4275,6.782694746127129
17413,"Drama, Fantasy, Adventure, Family",19.132,2016-09-30,Miss Peregrine's Home for Peculiar Children,6.7,6211,6.765313676916173
17414,"Horror, Mystery, Thriller",19.058,2016-06-10,The Conjuring 2,7.2,4153,7.074402946746101
17418,"Adventure, Action, Western",18.487000000000002,2016-09-23,The Magnificent Seven,6.2,3647,6.516173353102884
17420,"Drama, History",18.148,2016-09-09,Sully,7.1,3924,7.013576585510524
17422,"Thriller, Science Fiction, Drama",17.892,2016-03-11,10 Cloverfield Lane,6.9,4629,6.9002102868101804
17426,"Adventure, Science Fiction, Action, Mystery",17.614,2016-03-18,Allegiant,6.0,4117,6.379598746392422
17427,"Animation, Comedy, Drama, Family",17.572,2016-12-21,Sing,6.9,4303,6.9002196738429245
17428,"Mystery, Thriller, Drama",17.41,2016-10-28,Inferno,5.9,3877,6.3364700128071645
17429,Drama,17.215999999999998,2016-11-25,Lion,8.1,3833,7.573379815319021
17431,"Drama, Romance",16.917,2016-06-03,Me Before You,7.7,5939,7.43169306164838
17435,"Adventure, Family, Fantasy",16.642,2016-05-27,Alice Through the Looking Glass,6.5,3803,6.6766285871049345
17436,Drama,16.637999999999998,2016-11-18,Manchester by the Sea,7.5,3176,7.208808982848911
17437,"Action, Adventure, Crime, Fantasy, Science Fiction",16.53,2016-08-05,Suicide Squad,5.9,13533,6.081552306180056
17443,"Comedy, Drama, Romance",16.275,2016-12-09,La La Land,7.9,10028,7.669849883180447
17445,"Drama, Thriller",16.19,2016-11-18,Nocturnal Animals,7.4,4192,7.1916579919458945
17446,"Action, Fantasy, Comedy",16.079,2016-07-15,Ghostbusters,5.4,3780,6.063953433344376
17447,Drama,15.948,2016-10-21,Moonlight,7.4,3893,7.182620669965889
17451,"Action, Adventure, Science Fiction",15.732000000000001,2016-06-24,Independence Day: Resurgence,5.1,3911,5.881595178422062
17454,"Adventure, Animation, Comedy, Family",15.392999999999999,2016-06-17,Finding Dory,7.0,7845,6.972485410610869
17456,"Adventure, Animation, Comedy, Fantasy",15.232000000000001,2016-08-12,Sausage Party,5.6,4237,6.139119010373754
17459,"Adventure, Comedy, Drama",14.883,2016-07-08,Captain Fantastic,8.0,3445,7.488224092796721
17460,"Action, Adventure",14.797,2016-07-01,The Legend of Tarzan,5.8,4102,6.264883733888322
17462,"Drama, History",14.751,2016-12-10,Hidden Figures,8.0,4710,7.572192513368985
17463,"Action, Thriller",14.568,2016-07-29,Jason Bourne,6.1,3611,6.46327397943955
17465,"Action, Comedy, Mystery",14.478,2016-06-17,Central Intelligence,6.3,3133,6.593755792935736
17469,"Horror, Drama, Thriller",14.091,2016-06-24,The Shallows,6.3,3037,6.598427079356447
17470,"Drama, Romance, Science Fiction",14.074000000000002,2016-12-21,Passengers,6.8,7869,6.827749036532787
17471,"Action, Adventure, Science Fiction",14.050999999999998,2016-12-21,Assassin's Creed,5.4,5010,5.961998037212843
17473,"Crime, Thriller, Drama",13.81,2016-10-14,The Accountant,6.9,3407,6.900250394580127
17474,"Comedy, Crime, Mystery",13.743,2016-05-20,The Nice Guys,7.1,4272,7.017712359471242
17485,"Adventure, Science Fiction",12.967,2016-01-15,The 5th Wave,5.8,3657,6.295959783397156
17486,"Drama, Romance",12.857000000000001,2016-12-16,Collateral Beauty,7.2,3270,7.05671519586521
17501,"Crime, Horror, Thriller",12.140999999999998,2016-08-26,Don't Breathe,6.9,3662,6.900240810278425
17581,"Adventure, Comedy, Animation, Family",9.908999999999999,2016-07-08,The Secret Life of Pets,6.1,5374,6.386792963706098
18663,"Action, Crime, Thriller",1.784,2016-06-22,The Fast and the Furious,6.8,5427,6.835790231170627
20617,"Science Fiction, Action, Thriller",48.571000000000005,2017-10-06,Blade Runner 2049,7.4,6679,7.24519106086113
20618,"Action, Adventure, Science Fiction, Drama",46.775,2017-07-07,Spider-Man: Homecoming,7.4,11585,7.297264605970166
20619,"Thriller, Action, Crime",45.253,2017-02-10,John Wick: Chapter 2,7.0,5863,6.966332424469691
20621,"Action, Adventure, Comedy, Fantasy",43.45,2017-11-03,Thor: Ragnarok,7.5,11380,7.374937710575442
20622,"Action, Adventure, Comedy, Science Fiction",40.228,2017-05-05,Guardians of the Galaxy Vol. 2,7.7,12535,7.545613407021234
20623,"Action, Adventure, Fantasy, Science Fiction",34.953,2017-11-17,Justice League,6.2,7510,6.399962348056601
20624,"Fantasy, Adventure, Science Fiction, Action",34.293,2017-12-15,Star Wars: The Last Jedi,7.0,8534,6.974129033992966
20629,"Action, Adventure, Fantasy",29.388,2017-03-10,Kong: Skull Island,6.3,6054,6.498984347037206
20630,"Action, Crime, Thriller",28.668000000000003,2017-04-14,The Fate of the Furious,6.9,6335,6.900171856247978
20634,"Adventure, Action, Fantasy, Comedy",28.101,2017-05-26,Pirates of the Caribbean: Dead Men Tell No Tales,6.6,6931,6.690786857121626
20635,"Animation, Family, Comedy, Adventure, Fantasy",25.961,2017-11-22,Coco,8.2,8669,7.865918611541252
20638,"Horror, Science Fiction, Thriller",24.651,2017-05-19,Alien: Covenant,5.9,4971,6.276565585005002
20640,"War, Action, Drama",24.358,2017-07-19,Dunkirk,7.4,9156,7.276736120275986
20641,"Action, Adventure, Comedy",24.337,2017-09-22,Kingsman: The Golden Circle,7.0,5531,6.965022187091181
20642,"Action, Science Fiction, Thriller, Adventure",24.258000000000003,2017-06-21,Transformers: The Last Knight,6.0,3255,6.431911155567525
20644,"Adventure, Science Fiction, Action",24.003,2017-07-21,Valerian and the City of a Thousand Planets,6.6,4149,6.726116139050897
20645,"Drama, Science Fiction, War",23.445,2017-07-14,War for the Planet of the Apes,7.0,5235,6.963764939656936
20646,"Action, Crime",22.895,2017-06-28,Baby Driver,7.4,8034,7.264201946535696
20648,"Drama, Fantasy, Romance",22.025,2017-12-01,The Shape of Water,7.2,7224,7.112128743943161
20649,Drama,22.009,2017-12-20,The Greatest Showman,8.0,5197,7.597609403205425
20650,"Action, Drama, Fantasy",21.793000000000003,2017-05-12,King Arthur: Legend of the Sword,6.5,3305,6.690579584151447
20652,"Action, Mystery, Thriller",21.662,2017-07-28,Atomic Blonde,6.3,3645,6.571121787520672
20654,"Action, Comedy",21.46,2017-08-18,The Hitman's Bodyguard,6.7,3017,6.7999840914201215
20656,"Action, Science Fiction, Thriller, Drama",21.308000000000003,2017-03-31,Ghost in the Shell,6.0,5128,6.332382416101731
20657,"Horror, Mystery, Thriller",21.245,2017-08-11,Annabelle: Creation,6.5,3141,6.695669154547284
20658,"Horror, Mystery, Thriller",21.23,2017-10-13,Happy Death Day,6.6,3211,6.745162498482509
20660,"Romance, Drama",20.504,2017-11-24,Call Me by Your Name,8.3,4957,7.772364493914147
20661,"Action, Adventure, Comedy, Fantasy",20.395,2017-12-20,Jumanji: Welcome to the Jungle,6.7,7213,6.758905735638389
20662,"Drama, Family",20.101,2017-11-17,Wonder,8.2,3959,7.639805184376328
20668,"Fantasy, Thriller, Action, Adventure, Horror",18.53,2017-06-09,The Mummy,5.5,4391,6.068475751329301
20673,"Crime, Drama",17.808,2017-11-10,"Three Billboards Outside Ebbing, Missouri",8.2,5432,7.737666541517417
20686,"Action, Animation, Comedy, Family, Adventure",16.407,2017-06-30,Despicable Me 3,6.3,4106,6.553532828324637
20690,"Comedy, Drama",15.974,2017-11-03,Lady Bird,7.3,3866,7.125459405487164
20693,"Crime, Drama, Mystery",15.937000000000001,2017-11-10,Murder on the Orient Express,6.7,5406,6.771568436601816
20694,"Science Fiction, Thriller, Drama",15.933,2017-08-18,What Happened to Monday,7.2,3507,7.061933960054537
20698,"Action, Crime, Fantasy",15.677,2017-12-22,Bright,6.2,3181,6.540010399300254
20707,"Drama, Horror, Mystery",15.227,2017-09-15,mother!,7.0,3458,6.953794406639032
20722,"Action, Comedy",14.429,2017-05-26,Baywatch,6.1,4748,6.409964413793865
20729,"Horror, Thriller",13.966,2017-09-08,It,7.2,10931,7.1355110385525
20770,"Drama, Romance",12.083,2017-02-10,Fifty Shades Darker,6.1,4489,6.420684240629573
21082,"Animation, Comedy, Family",7.445,2017-03-31,The Boss Baby,6.4,4314,6.605305479638348
23811,"Adventure, Action, Fantasy",80.773,2018-04-27,Avengers: Infinity War,8.3,13948,8.052277807297314
23812,"Action, Adventure, Animation, Science Fiction, Comedy",60.534,2018-12-14,Spider-Man: Into the Spider-Verse,8.4,4048,7.761748620612213
23814,Adventure,48.508,2018-11-16,Fantastic Beasts: The Crimes of Grindelwald,6.9,4870,6.90020384727762
23816,"Action, Adventure, Science Fiction, Comedy",44.729,2018-07-06,Ant-Man and the Wasp,7.0,6290,6.967879900761558
23823,"Action, Comedy, Adventure",38.894,2018-05-10,Deadpool 2,7.5,8773,7.347244056576478
23824,"Action, Adventure, Fantasy",38.102,2018-12-21,Aquaman,6.8,6155,6.8329442138803795
23825,"Drama, Music",37.196999999999996,2018-11-02,Bohemian Rhapsody,8.1,7629,7.761454913733641
23826,"Action, Adventure, Animation, Family",36.286,2018-06-15,Incredibles 2,7.6,6354,7.375668620705032
23827,"Drama, Comedy",36.284,2018-11-16,Green Book,8.3,3499,7.653993580254635
23828,"Drama, Romance, Music",35.848,2018-10-05,A Star Is Born,7.5,5676,7.292716030206877
23829,"Action, Adventure, Science Fiction",34.958,2018-06-22,Jurassic World: Fallen Kingdom,6.5,5995,6.633585800786533
23835,"Comedy, Romance",31.613000000000003,2018-08-16,To All the Boys I've Loved Before,7.9,4481,7.4991985400447625
23840,"Adventure, Science Fiction",30.029,2018-03-29,Ready Player One,7.6,7021,7.390600167455829
23844,Action,29.69,2018-07-27,Mission: Impossible - Fallout,7.3,3811,7.1240499600755935
23845,"Action, Adventure, Science Fiction",29.502,2018-05-25,Solo: A Star Wars Story,6.6,3838,6.731852044175909
23847,"Drama, Horror, Thriller, Science Fiction",29.154,2018-04-06,A Quiet Place,7.3,5848,7.164557445532873
23857,"Thriller, Drama",26.156,2018-11-12,Bird Box,7.0,4777,6.961630998852368
23858,"Crime, Comedy, Action, Thriller",26.009,2018-06-08,Ocean's Eight,6.9,3709,6.900239123278412
23861,"Drama, History, War",25.334,1993-12-15,Schindler's List,8.5,8065,8.066344715596463
23863,Science Fiction,25.197,2018-02-23,Annihilation,6.3,4465,6.54134015781311
23864,"Crime, Drama",25.101,2018-07-30,BlacKkKlansman,7.6,3138,7.25813038091803
23866,"Action, Adventure, Fantasy",24.968000000000004,2018-03-16,Tomb Raider,6.3,4310,6.546457493580693
23869,"Action, Adventure, Science Fiction, Fantasy",24.238000000000003,2018-04-13,Rampage,6.2,3176,6.540285666786735
23872,"Science Fiction, Mystery, Adventure",23.781,1968-04-10,2001: A Space Odyssey,8.0,5837,7.626751644005305
23875,"Action, Science Fiction",23.166,2018-01-26,Maze Runner: The Death Cure,7.0,3894,6.956716605464878
23882,"Drama, Romance",22.511999999999997,2018-02-09,Fifty Shades Freed,6.1,3535,6.467498741863025
23916,"Mystery, Thriller",18.117,2018-03-02,Red Sparrow,6.5,3406,6.687574817058206
23970,"Comedy, Drama, Romance",15.607999999999999,2018-03-16,"Love, Simon",8.2,3165,7.567656817205981
